I
810 Version - Generated using fix.py on Travis
 
 0.00000000  0.00000000  0000E
 0.00000000  -10.00000000  0010N
 0.00000000  45.00000000  0045E
 0.00000000  46.00000000  0046E
 0.00000000  48.00000000  0048E
 0.00000000  51.00000000  0051E
 0.00000000  54.00000000  0054E
 22.52805520  -156.17095900  00MKK
 20.56666760  -154.12500000  00UPP
 1.00000000  -10.00000000  0110N
 1.00000000  -20.00000000  0120N
 2.00000000  -20.00000000  0220N
 3.00000000  -10.00000000  0310N
 3.00000000  -20.00000000  0320N
 3.00000000  48.00000000  0348E
 3.00000000  51.00000000  0351E
 3.00000000  54.00000000  0354E
 3.00000000  57.00000000  0357E
 55.13666530  -7.19138900  03MCT
 25.61000000  30.63527870  03SML
 4.00000000  -10.00000000  0410N
 -4.00000000  10.00000000  0410S
 4.00000000  -20.00000000  0420N
 4.00000000  54.00000000  0454E
 73.14778000  -68.68306000  04THT
 5.00000000  4.00000000  0504E
 -5.00000000  2.80000000  050AS
 5.00000000  -10.00000000  0510N
 -5.00000000  10.00000000  0510S
 5.00000000  -20.00000000  0520N
 5.00000000  -30.00000000  0530N
 -5.00000000  45.00000000  0545S
 -5.00000000  48.00000000  0548S
 -5.00000000  49.00000000  0549S
 6.00000000  -20.00000000  0620N
 6.00000000  -30.00000000  0630N
 6.00000000  51.00000000  0651E
 6.00000000  54.00000000  0654E
 6.00000000  57.00000000  0657E
 6.00000000  60.00000000  0660E
 47.73333360  8.28333400  06TRA
 -7.00000000  -10.00000000  0710W
 7.00000000  -20.00000000  0720N
 7.00000000  -30.00000000  0730N
 8.00000000  -20.00000000  0820N
 8.00000000  -30.00000000  0830N
 63.75127790  -100.00068700  08YBK
 9.00000000  -20.00000000  0920N
 9.00000000  -30.00000000  0930N
 9.00000000  51.00000000  0951E
 9.00000000  54.00000000  0954E
 9.00000000  57.00000000  0957E
 9.00000000  60.00000000  0960E
 48.99986270  -120.76786000  10002
 48.99991230  -117.86954500  10003
 38.86351000  -117.30912000  10005
 34.50314000  -96.30752560  10006
 35.04475000  -96.06253000  10007
 35.18555450  -96.02011000  10008
 35.96800000  -95.52991490  10009
 36.19633480  -95.24756000  10010
 36.31500000  -95.09997560  10011
 33.87001420  -116.42976400  10012
 32.55561000  -116.97474700  10013
 33.98510360  -93.31879000  10014
 36.44222260  -94.94100000  10015
 36.48333360  -94.88944000  10016
 26.93364720  -99.33365000  10017
 36.85305790  -94.42067000  10018
 37.15058000  -93.99731000  10019
 31.58133130  -89.27720000  10020
 31.35066800  -87.52099000  10021
 47.98344000  -89.97403000  10023
 39.52353000  -91.26425000  10024
 39.88619230  -89.12266540  10025
 44.22183230  -82.25200000  10030
 38.81814000  -88.10717000  10032
 35.49538800  -87.94272000  10034
 34.61783220  -87.43489000  10035
 37.53219220  -93.44617000  10036
 42.37909320  -82.70554000  10043
 42.57980730  -81.43088530  10045
 39.99607000  -79.40070000  10048
 45.09794000  -118.09402500  10053
 45.00279240  -74.09239000  10055
 45.00002670  -73.61700000  10056
 45.00004000  -73.23760000  10057
 45.00004580  -72.12368000  10058
 43.01624300  -73.21528000  10059
 47.36671450  -67.29668000  10061
 45.42301000  -67.54547000  10063
 45.33798600  -67.44974520  10064
 44.95557790  -67.02386470  10065
 42.40284730  -70.85087590  10066
 45.84239000  -115.00000000  10067
 48.38056560  -123.16231500  10068
 44.96836470  -123.57750000  10069
 41.33341600  -122.90061200  10070
 41.33363720  -122.58094000  10071
 46.06728000  -121.77761100  10072
 45.74628450  -121.65676900  10073
 45.62236790  -121.61048900  10074
 45.02272420  -121.38950000  10076
 41.08444000  -121.54203800  10077
 41.00281000  -120.06913000  10078
 47.42096000  -118.05398600  10079
 47.18153380  -118.74907700  10080
 45.71965790  -118.97444200  10081
 45.69985200  -118.98835800  10082
 45.28733440  -119.27571100  10083
 45.07735440  -118.12380000  10084
 44.37304310  -118.78228000  10086
 47.42874530  -117.72995800  10087
 47.43214000  -117.57584400  10088
 47.13540650  -117.94992100  10089
 47.10375000  -117.45074500  10090
 45.78762440  -116.96504200  10091
 45.34068300  -116.80548100  10093
 47.95202640  -115.00000000  10094
 47.42917000  -115.00000000  10095
 46.91594310  -115.00000000  10096
 38.11222000  -120.79238900  10099
 38.04747390  -121.10071600  10100
 37.95919420  -121.00111400  10101
 37.85198210  -120.88071400  10103
 36.72584000  -121.12272600  10105
 35.74262620  -120.07833100  10107
 35.58674620  -120.67186700  10108
 40.74148000  -118.97050500  10109
 40.27416000  -118.03369100  10110
 36.68446730  -118.58425900  10112
 36.11316680  -119.18022200  10113
 35.91384000  -119.31450000  10114
 39.06869510  -117.31927500  10115
 38.04886250  -117.23694600  10117
 37.28998000  -117.15901900  10118
 44.92868420  -116.66064500  10120
 44.84468460  -116.63140000  10121
 44.54408000  -114.78710900  10122
 44.25538000  -115.20378900  10123
 40.67859270  -114.92028800  10124
 46.58788000  -111.86829400  10125
 42.68944550  -112.10817000  10126
 42.32044600  -112.08223700  10127
 40.14602000  -109.15600600  10129
 41.70805740  -113.27547500  10130
 41.42658230  -112.84480000  10131
 41.47249220  -112.02380000  10132
 39.13415000  -112.10415600  10133
 39.46659470  -112.05701400  10134
 39.38384250  -112.06879400  10135
 38.73849000  -112.80640000  10136
 38.93749000  -112.13182100  10137
 38.50956000  -112.19147500  10138
 37.65972000  -113.57610000  10141
 37.50075000  -112.31541400  10142
 47.21745000  -111.53675100  10143
 47.16793440  -110.91239200  10144
 42.49555590  -111.53700000  10145
 40.74189380  -110.11991900  10146
 40.20590000  -110.79657700  10147
 40.23220440  -110.84407800  10148
 40.22884370  -110.76794400  10149
 39.96244430  -111.09880800  10150
 39.72046280  -109.93241900  10151
 40.36678000  -109.13810700  10152
 39.61977770  -110.20258300  10154
 39.78507610  -109.75730000  10155
 39.47746660  -110.20887800  10156
 38.87897000  -109.98401600  10157
 40.67074000  -109.11487600  10158
 10.00000000  -15.00000000  1015N
 45.02115250  -106.06401800  10160
 44.02321240  -107.05339100  10161
 43.99368670  -107.02836600  10162
 43.76598740  -107.26487700  10163
 41.67133330  -107.92717000  10165
 45.86215000  -112.24041700  10167
 39.16980000  -111.32190000  10168
 39.11833190  -109.98333000  10169
 37.48132710  -110.23051500  10186
 36.00773000  -109.30892900  10187
 36.03539000  -109.73844100  10188
 37.19669340  -109.38447600  10189
 37.73957440  -108.39094500  10190
 37.97268680  -108.46077700  10191
 39.35600000  -109.29875900  10193
 40.58828000  -108.08152800  10198
 40.43534000  -106.28830000  10200
 37.50018000  -104.64745300  10201
 37.69217680  -104.59516900  10202
 37.83759310  -104.06026500  10203
 37.61161000  -106.10228000  10205
 10.00000000  -20.00000000  1020N
 41.82613750  -105.25363900  10211
 44.48254000  -104.44798300  10212
 44.23559570  -103.73855600  10213
 38.49458310  -103.61689000  10216
